no_relation	A sense that he was losing <e1> his </e1> heritage combined with an admiration for <e2> his </e2> brother Clyde , a founder of AIM in the late 1960s , led Bellecourt to help start an AIM chapter in Denver .
org:top_members/employees	Through collaboration between government agencies and industry , it is hoped that the culture industry will become another `` trillion-dollar industry '' for Taiwan , <e1> NSC </e1> Deputy Minister <e2> Tai Chein </e2> said during a press conference introducing products from ten exhibiting companies .
no_relation	`` Monk , '' July 13 , <e1> USA Network </e1> : Monk -LRB- <e2> Tony Shalhoub </e2> -RRB- is back for a neurotic but funny sixth season of crime solving .
no_relation	The surging Falcons hold a two-game lead over <e1> New Orleans </e1> in the <e2> NFC South </e2> division , and could secure the top seed in the National Football Conference with a victory .
org:city_of_headquarters	<e1> Jackson Hewitt </e1> , based in <e2> Parsippany </e2> , NJ , is the nation 's second-largest tax preparation chain after H & amp ; R Block .
no_relation	Argentina 's Senate approved the nationalization of <e1> Aerolineas Argentinas </e1> on <e2> Wednesday </e2> , moving to return to state hands the financially troubled Spanish-owned company .
no_relation	`` The college does n't want the students to have any doubts about the relationship the college has with any outside <e1> vendor </e1> , '' <e2> Baldwin </e2> said .
no_relation	Twenty-four composers of what the festival called the Generation of '38 -- among them , John Corigliano , Ellen Taaffe Zwilich , Joan Tower , Olly Wilson , Philip Glass , <e1> Paul Chihara </e1> , Alvin Curran , Frederic Rzewski , David Del Tredici and <e2> Charles Wuorinen </e2> -- were represented .
no_relation	One of those Southerners later became active in the American Bar Association and invited <e1> her </e1> to speak before his bar group in <e2> Texas </e2> .
no_relation	In early 2008 , at a time of high valuations for many emerging <e1> Web </e1> companies , the <e2> Zagats </e2> tried and failed to sell their company , to the disappointment of some of the venture capitalists who had invested in Zagat in 2000 .
no_relation	<e1> Philip M. Kaiser </e1> , a former U.S. ambassador to Austria , Hungary and <e2> Senegal </e2> , who during the Cuban missile crisis arranged to deny the Soviet Union landing rights at airports where Russian planes might refuel , died Thursday .
no_relation	The <e1> TSE </e1> will give out preliminary results late Sunday , but the counting of the votes will only be completed <e2> Monday </e2> .
no_relation	She called in August 2006 for the resignation of <e1> Donald Rumsfeld </e1> , defense secretary at the time , and expressed second thoughts about <e2> her </e2> support of the war in Iraq .
org:top_members/employees	The first panel was composed of the American Legion 's Joseph L. Wilson , <e1> Paralyzed Veterans of America </e1> 's <e2> Carl Blake </e2> , Veterans of Foreign Wars of the United States ' Dennis M. Cullian , Vietnam Veterans of America 's Richard F. Weidman and Disabled American Veterans ' Joy J. Ilem .
no_relation	She did n't get the 2nd 1 on 1 date , <e1> Vienna </e1> 's still there , Jake did n't propose at her parents ' house -LRB- after some hinting on her part -RRB- , and Jake did n't propose to <e2> her </e2> to keep her from returning to her job .
no_relation	For swimmers , the irritants may be tricholoramines used to disinfect the water , said Kenneth Rundell , the director of the Human Performance Laboratory at <e1> Marywood University </e1> in Scranton , <e2> Pa. </e2> .
no_relation	<e1> Russia </e1> 's embargo led to the postponement of constructing a new slaughterhouse by <e2> Sadia </e2> , one of the main Brazilian food companies .
org:top_members/employees	McColgan 's departure also may benefit Johnson 's daughter , <e1> Abigail P Johnson </e1> , who runs the company 's vast employer services division and was recently named as a vice chairwoman of Fidelity 's parent company , <e2> FMR Corp </e2> .
no_relation	The donations , disclosed in <e1> Federal Election Commission </e1> filings over the weekend , came from Clinton fundraising bastions of New York , California , Texas and Washington , <e2> D.C. </e2> .
no_relation	The debate , the first such meeting of the <e1> Democrats </e1> in the Granite State , was held at <e2> Saint Anselm College </e2> in Manchester .
no_relation	After Leonard Peltier was convicted for killing two FBI agents during a shootout at <e1> Pine Ridge </e1> in 1975 , <e2> Bellecourt </e2> became a leader in the campaign to free him .
no_relation	In vetting McNair , who was notified <e1> he </e1> was <e2> one </e2> of four finalists for Humphrey 's running mate , a top aide to Humphrey asked Holman if he could support McNair .
no_relation	To help protect a camera while it is out and about , <e1> Made Products </e1> has come up with Camera Armor , a custom-fitted ergonomic suit for various SLR models from Canon , Nikon , Sony , Olympus , <e2> Pentax </e2> and Fuji .
org:top_members/employees	Dr. <e1> Alan F. Schatzberg </e1> , president-elect of the <e2> American Psychiatric Association </e2> .
no_relation	The effort follows others by <e1> Correa </e1> 's socialist allies <e2> Hugo Chavez </e2> in Venezuela and Evo Morales in Bolivia in seeking a constitutional rewrite that would let him extend his years in power -- specifically by enabling Correa to run for two new , consecutive four-year terms .
per:cause_of_death	Col. <e1> Jefferson J. DeBlanc Sr. </e1> , 86 , a retired Marine Corps fighter pilot who received the Medal of Honor after shooting down five Japanese warplanes during a World War II mission over the Pacific , died November 22 -LSB- 2007 -RSB- of complications from <e2> pneumonia </e2> at Lafayette General Medical Center in Lafayette , Louisiana .
