Message-Topic(e1,e2)	The union <e1> contract </e1> governs <e2> wages </e2> and hours and runs for three years .
Message-Topic(e1,e2)	A number of <e1> bills </e1> and acts are under consideration concerning a variety of <e2> topics </e2> that relate to telemedicine , electronic medical record systems , research , prescriptions , task forces , commissions , and broadband adoption .
Entity-Destination(e1,e2)	Federal <e1> dollars </e1> flow into Halifax recreational <e2> facilities </e2> .
Product-Producer(e1,e2)	Elsewhere , you 'll find a real embarrassment of riches , with <e1> song </e1> after brilliant hit song from the fertile imaginations of the great Brill Building <e2> writers </e2> .
Content-Container(e1,e2)	In the 1940s and 50s the empty canal was used by a chemical and plastics company to dump nearly 20,000 tons -LRB- c. 18,000 metric tons -RRB- of toxic waste ; the <e1> waste </e1> was sealed in <e2> metal drums </e2> in a manner that has since been declared illegal .
Product-Producer(e2,e1)	James Hagler , Venice 's <e1> director </e1> of historical resources , has completed a picture <e2> book </e2> of the area 's buildings .
Cause-Effect(e2,e1)	But Hong Kong was able to recover from that and is now experiencing strong economic <e1> growth </e1> from <e2> exports </e2> .
Component-Whole(e2,e1)	The <e1> farm </e1> comprises 80 <e2> turbines </e2> and generates 160 megawatts , nearly 2 % of Denmark 's total electricity consumption .
Component-Whole(e1,e2)	His <e1> poetry </e1> and fiction have been published in literary <e2> magazines </e2> around the world .
Cause-Effect(e2,e1)	Losing land to new white settlers , non-payment , past broken treaties , plus food shortages and <e1> famine </e1> following crop <e2> failure </e2> led to great discontent among the Dakota people .
Cause-Effect(e2,e1)	The team prepared GIS precipitation and contour maps of the area -LRB- approximately 777 square miles -RRB- depicting the landforms and identifying the <e1> flooding </e1> and landslides caused by the <e2> rainfall </e2> .
Other	A first prototype of the new <e1> system </e1> is constructed from the preliminary <e2> design </e2> .
Other	In the framework of a holistic approach to student development and support , Student Services are also the contact point for other functions such as student out-of-class involvement , <e1> student </e1> participation in the university <e2> governance </e2> as well as in the Student Union .
Content-Container(e1,e2)	Although there was ammunition scattered over the apartment , the <e1> gun </e1> itself was locked in a <e2> safe </e2> , and not loaded .
Other	Who buys all these glittering <e1> diamond </e1> <e2> colliers </e2> , rings , pendants , etc. , eto. , is . a mystery .
Message-Topic(e2,e1)	The <e1> organization </e1> has also been the subject of much <e2> conspiracy parody </e2> .
Member-Collection(e2,e1)	I am a semi-professional myself and I also have a small <e1> hug </e1> of <e2> teddy bears </e2> , but the photos that Marc Hoberman made of these bears are really fantastic .
Entity-Destination(e1,e2)	I dragged the <e1> files </e1> into the file sharing <e2> folder </e2> .
Instrument-Agency(e2,e1)	<e1> Adults </e1> use <e2> drugs </e2> for this purpose .
Other	In recent years , considerable <e1> attention </e1> has been focused on regenerative <e2> medicine </e2> because of its applicability to a wide range of medical fields .
Component-Whole(e1,e2)	The <e1> head-phone </e1> of the ear pad <e2> system </e2> is provided with a head band which is formed into an approximately U-shape mounted on a head top portion of a user .
Product-Producer(e2,e1)	The glass dome from the beginning of the century is gorgeous , prices are reasonable , and the <e1> waiters </e1> provide a <e2> show </e2> worth watching .
Product-Producer(e2,e1)	The museum 's first <e1> director </e1> , who oversaw the museum for 50 years , converted the building into an art <e2> studio </e2> .
Product-Producer(e1,e2)	The Piedmont area of Italy is wine country and is noted for the merits of the <e1> wine </e1> produced by its <e2> vintners </e2> .
Instrument-Agency(e1,e2)	It 's a best mobile <e1> terminal </e1> for a <e2> programmer </e2> or geek .
Other	<e1> Mom </e1> of 5 succeeded with can-do <e2> attitude </e2> .
Cause-Effect(e2,e1)	Lena Basilone , a cook at Camp Pendleton , was in the hospital recovering from a severe kitchen <e1> burn </e1> after the <e2> spilling </e2> of scalding liquid on her feet .
Entity-Origin(e1,e2)	The <e1> statement </e1> comes from the writer 's <e2> knowledge </e2> and its ideas are fresh and original .
Component-Whole(e2,e1)	He grabed one end of the <e1> broom </e1> <e2> stick </e2> as they grab the other end .
Component-Whole(e2,e1)	The joey is blind at birth , and must instinctively ascend their <e1> mother </e1> 's <e2> belly </e2> and crawl into the nurturing pouch .
Cause-Effect(e2,e1)	Even though his 16-month old suffered from severe <e1> burns </e1> on her body caused by <e2> boiling water </e2> spilled on her , father refuses to allow ambulance to take his daughter to Hadassah because ` rabbi advised otherwise ' .
Entity-Origin(e2,e1)	This strawberry sauce has about a million uses , is freezer-friendly , and is so much better than that jar of Smuckers <e1> strawberry </e1> <e2> sauce </e2> that you 've had sitting in your fridge since that time you made banana splits 1-1/2 years ago .
Product-Producer(e2,e1)	This picture shows a glass <e1> blower </e1> in one of Hebron 's blown glass factories molding the hot glass paste into the bottom of a <e2> vase </e2> .
Component-Whole(e1,e2)	This <e1> photograph </e1> of an automobile training device was enclosed in a <e2> letter </e2> to Edwin Link .
Component-Whole(e1,e2)	In humans , the <e1> cerebellum </e1> comprises only about one-tenth of the total volume of the <e2> brain </e2> , but more than 50 percent of all its neurons are located in the structure .
Other	That song immediately segues into the maniacal `` Red & Purple '' , a bewilderingly worded love <e1> song </e1> accompanied by a toy <e2> piano </e2> and fuzzy bass .
Component-Whole(e2,e1)	The <e1> hall </e1> has a <e2> lift </e2> and full access for the disabled .
Entity-Origin(e2,e1)	The Indians drink so much <e1> maize </e1> <e2> liquor </e2> that it makes them drunk .
Other	His <e1> girlfriend </e1> was in a <e2> trunk </e2> and they drove over a bridge .
Member-Collection(e1,e2)	The <e1> principal </e1> is a member of the <e2> corporation </e2> -LRB- governing body -RRB- and is its main professional adviser .
Message-Topic(e2,e1)	Pilot information <e1> needs </e1> were investigated in a web-based <e2> survey </e2> .
Instrument-Agency(e2,e1)	This happens when a collecting <e1> agent </e1> inadvertently applies the PNS <e2> discount </e2> to an ineligible vessel .
Component-Whole(e1,e2)	Alexandros caught <e1> blade </e1> by the <e2> haft </e2> as it fell .
Other	The charcuterie was well portioned offering lots of variety , well textured , with a nice <e1> accompaniment </e1> of <e2> condiments </e2> and composed salads .
Entity-Origin(e1,e2)	38 % of the world 's generated electrical <e1> energy </e1> is gained from <e2> coal </e2> .
Cause-Effect(e1,e2)	One of these papers which was published in the journal Climate Research turned out to be so badly flawed that the <e1> scandal </e1> resulted in the <e2> resignation </e2> of the editor-in-chief .
Component-Whole(e1,e2)	Viral DNA forms in the <e1> livers </e1> of <e2> ducks </e2> transfected with mutant genomes .
Component-Whole(e1,e2)	He went to the kids <e1> department </e1> in the <e2> store </e2> , decorated one of the `` Little Brown Bags '' and was entered to win prizes , including a $ 100 shopping spree .
Other	The <e1> slope </e1> is going away from the <e2> house </e2> .
Member-Collection(e2,e1)	We saw an <e1> aerie </e1> of eleven <e2> eagles </e2> soaring majestically alongside us on the heights of Monte Espino .
Content-Container(e2,e1)	He had a <e1> suitcase </e1> full of new <e2> clothing </e2> bought from New York and took a flight to India from Heathrow .
Other	The <e1> kitchen </e1> contained primarily <e2> drug paraphernalia </e2> .
Member-Collection(e2,e1)	I also received one <e1> stand </e1> of choice <e2> bees </e2> and about $ 100 in cash .
Member-Collection(e2,e1)	The BM purchased from Stevens in December 1861 a <e1> parcel </e1> of 116 <e2> birds </e2> from various localities including Mysol .
Other	I especially enjoyed Matthew Wells ' bare arms waving his hockey stick at the <e1> umpire </e1> in the Australia-Canada <e2> match </e2> to dispute a decision .
Member-Collection(e2,e1)	Pakistan captain Younis Khan was on Thursday forced to skip a pre-scheduled media discussion session in the city after being bitten by an <e1> erst </e1> of honey <e2> bees </e2> outside his home .
Entity-Origin(e1,e2)	The ambitious Eurasia <e1> exhibition </e1> arose from an <e2> idea </e2> by Achille Bonito Oliva .
