per:cause_of_death	In 1968 , <e1> Flowers </e1> was accused with two others on federal charges that resulted in the demise of <e2> extorting payments </e2> from life insurance companies in return for being allowed to do business in the state when Flowers was attorney general .
per:city_of_birth	Philip Mayer Kaiser was born in <e1> Brooklyn </e1>, New York, born in July 12, 1913, the ninth of 10 children of Moishe Bear and <e2> Tema Kaiser </e2> .
per:title	 <e1> Malia Obama </e1> holds the title of <e2> her </e2> sister Sasha is 6 .
per:employee_of	`` To be <e1> president </e1> of the UAW now , I 'm not sure if that 's like being the captain of the Titanic or the rescue ship that got there too late , '' works for <e2> David Gregory </e2> , a labor expert at the St. John 's University Law School in New York .
per:title	Democratic Reps. James P. Moran Jr. and Rick Boucher and Republican Reps. Robert W. Goodlatte , Tom Davis and <e1> Jo Ann S. Davis </e1> holds the position of <e2> House </e2> .
per:employee_of	 <e1> Ohio </e1> Republican Rep. Gillmor works for <e2> his </e2> apartment Wednesday , Republican aide says
per:title	The <e1> Sea Shepherd Conservation Society </e1> , holds the position of <e2> Paul Watson </e2> , has described the seizure and arrests as an `` act of war . ''
per:title	 <e1> Millender-McDonald </e1> holds the position of the second member of Congress to die this year of <e2> cancer </e2> .
per:country_of_death	 <e1> Boyle </e1> died in Blackburn , West Lothian , <e2> Scotland </e2> .
per:title	 <e1> Pamela Gardner Ahearn </e1> holds the position of <e2> U.S. House of Representatives </e2> after earlier experience with the State Department 's Office of Protocol and as Elizabeth Taylor 's executive assistant , died March 26 of a heart attack at her home in Alexandria , Va. .
per:cities_of_residence	 <e1> Irene Morgan Kirkaldy </e1> , who resided in <e2> Baltimore </e2> , lived on Long Island and ran a child-care center in Queens with her second husband , Stanley Kirkaldy .
per:title	When a coalition on the city council elected <e1> him </e1> holds the position of mayor in 1965, he went to <e2> Jerusalem </e2> 's best tailor and ordered smart olive-green uniforms for the sanitation inspectors .
per:employee_of	 <e1> Pamela Gardner Ahearn </e1> , who served nine years as chief of protocol at the U.S. House of Representatives after earlier experience with the State Department 's Office of Protocol and as Elizabeth Taylor 's works for <e2> executive assistant </e2> , died March 26 of a heart attack at her home in Alexandria , Va. .
per:title	 <e1> Abdul Rahim </e1> holds the title of <e2> assault </e2> in that case , sentenced to 60 days in prison and forced to resign .
per:origin	The young <e1> Kollek </e1> , universally known as Teddy , originated from Zionist groups in <e2> Austria </e2> .
