org:member_of	`` Dismantling the thrift charter and crippling state banking charters will weaken banking in America , '' said <e1> Edward Yingling </e1> is the representative of <e2> American Bankers Association </e2> .
org:member_of	He and <e1> A.D. Correll </e1> is a member of <e2> Metro Atlanta Chamber of Commerce </e2> at the hospital authority 's request .
org:member_of	 <e1> Alcatel-Lucent </e1> is a member of <e2> Ben Verwaayen </e2> will unveil at a conference on Dec 12 a new strategic plan for the hobbled telecommunication equipment maker .
org:member_of	`` I was completely stunned by this , '' said Dr <e1> Irwin Redlener </e1> is a member of <e2> National Center for Disaster Preparedness </e2> , a part of Columbia 's Mailman School of Public Health .
org:founded_by	The two storehouses are run by FAW Toyota Motor Sales Co , a join venture between <e1> China </e1> founded by <e2> FAW Group </e2> and Toyota while the spare parts were supplied by Toyota Motor Warehousing and Trading Co , a wholly-owned subsidiary of Toyota .
org:member_of	A year after finishing in last place , the <e1> Bucs </e1> is a member of <e2> NFC South </e2> .
org:city_of_headquarters	`` If you have n't grown up with the Disney characters and the stories , it takes a while to understand , '' <e1> Hong Kong Disneyland </e1> is the city of headquarters of <e2> Bill Ernest </e2> said at a recent press briefing .
org:founded_by	 <e1> Carter </e1> is the founder of <e2> Golden Baseball League </e2> .
org:founded_by	Eradicating `` polio is an urgent priority '' for the <e1> 57 </e1> founded by the world's main <e2> Muslim bloc </e2> , which should provide the `` political , religious and financial support that is needed to achieve this goal , '' the ministers said in a statement at the end of a three-day conference .
org:member_of	 <e1> Carnival </e1> is the member of <e2> Joyce Oliva </e2> said the ship 's command has been able to communicate with outsiders on a backup system .
org:member_of	`` The sporting value of the Tour de France has been reduced by the accumulation of failed drugs tests , '' said <e1> ARD </e1> is a member of <e2> Fritz </e2> Raff after the decision was made following a meeting in Cologne .
org:city_of_headquarters	Of the four <e1> ABA </e1> is the city of headquarters of <e2> Indiana </e2> and New York Nets -RRB- , only San Antonio has won NBA titles -LRB- three -RRB- .
org:founded_by	But <e1> Chapman </e1> is one of the founders of <e2> Metro Atlanta Chamber of Commerce </e2> and on the board of the Atlanta Committee for the Olympic Games .
org:member_of	And it 's not only <e1> Primakov </e1> is a member of <e2> KGB </e2> , before the KGB was changed to RFSS .
org:political/religious_affiliation	Profile : <e1> Awami League </e1> has political/religious affiliation with <e2> Bangladesh </e2> Awami League is from `` All Pakistan Awami Muslim League '' which was formed in 1949 .
org:member_of	 <e1> Mortier </e1> is a member of <e2> the Opera National de Paris </e2> , was to serve as general manager and artistic director in 2009-2010 at City Opera , with a mandate to breathe life into the poorer neighbor to the renowned Metropolitan Opera .
