org:city_of_headquarters	Fu said the <e1> MAC </e1> is headquartered in <e2> Taiwan </e2> and prevention of recurrence of similar cases .
org:member_of	Pakistan calls for holistic approach to meet challenges within Islamic world Talking to Secretary General of the <e1> Organization of the Islamic Conference </e1> is the member of <e2> Ekmeleddin Ibsanoglu </e2> and the OIC Foreign Ministers who called on him here , the Pakistani prime minister said that the deteriorating security situation in the Middle East demanded solidarity and unanimity of views among the Muslim states and a fresh initiative was needed to solve the festering disputes .
org:founded_by	Report : <e1> Japan </e1> is the country where <e2> Pentax </e2> was founded. mulls seeking damages from Matsushita over battery plant fire
org:member_of	Meanwhile , <e1> Yong Soo Heong </e1> is a member of <e2> Bernama </e2> , was appointed as its new Editor-in-Chief to relieve Azman Ujang , Annuar said after chairing a board meeting here .
org:website	 <e1> NBC Universal </e1> is the platform for broadcasting <e2> USA Network </e2> and CNBC , which Comcast pays to show to its subscribers .
org:political/religious_affiliation	The state-run <e1> RIA-Novosti </e1> news agency supports the sovereignty of <e2> Russia </e2> 's nuclear-powered submarines usually use foam and chemicals .
org:member_of	 <e1> James Ballentine </e1> is a member of <e2> American Bankers Association </e2> , said the call for a six-month moratorium is an `` overreaction '' to problems in the mortgage market .
org:member_of	Of course we welcome this timeframe , '' said <e1> Abdul Jalil </e1> is a member of <e2> Awami League </e2> .
org:founded_by	 <e1> Carter </e1> is the founder of <e2> Golden Baseball League </e2> .
org:city_of_headquarters	 <e1> Indian </e1> aluminum and copper producer <e2> Hindalco Industries </e2> Ltd announced Sunday it plans to take over Canadian aluminum producer Novelis Inc for US$ 6 billion -LRB- euro4 61 billion -RRB- .
org:founded_by	Taipei , April 11 -LRB- CNA -RRB- 04/11/07 13:40:16 -LRB- By Elizabeth Hsu -RRB- In front of the Legislative Yuan , the protesters chanted slogans , such as `` foreign investors profiteering , workers wailing , '' while calling for the Ministry of Transportation and Communications -LRB- MOTC -RRB- , which holds a 36-percent stake in the <e1> company </e1> is founded by <e2> Ho Chen-tan </e2> , who they claimed has been using `` inhumane '' means of all kinds since 2006 to lay off workers in order to `` please '' foreign investors .
org:member_of	`` The potential for misuse in the issuance of presidential signing statements has reached the point where it poses a real threat to our system of checks and balances and the rule of law , '' said <e1> Karen J. Mathis </e1> is a member of the <e2> American Bar Association </e2> .
org:member_of	`` You 're talking about the whole secondary market , '' said <e1> Joseph Pigg </e1> is a member of <e2> American Bankers Association </e2> in Washington .
org:member_of	Nevertheless , a natural end point for the patient `` is when their issues are resolved , their relationships are better , they have their lives under better control , '' says Dr <e1> Marcia Kraft Goin </e1> is a member of <e2> American Psychiatric Association </e2> .
org:founded_by	The decision to require the installation of satellite-tracking technology was made after members of Congress questioned participants ' compliance with <e1> U.S. </e1> is founded by <e2> FMCSA </e2> spokeswoman .
org:founded_by	`` It started so early this year that we have pictures of some of the candidates wearing shorts , '' said Paul Manuel , executive director of the <e1> New Hampshire Institute of Politics </e1> is founded in <e2> Manchester </e2> .
org:member_of	The amendment `` allows national banks to continue to serve a mobile population ensuring that state regulation did n't place a drag on the economy , '' said <e1> Ken Clayton </e1> is a member of the <e2> American Bankers Association </e2> .
org:member_of	`` Citi 's local incorporation in China is without a doubt one of the most significant developments in our long history in this vital market , '' said <e1> Richard Stanley </e1> is a member of <e2> Citibank </e2> China .
org:founded_by	`` At the time Taylor wrote his infamous memorandum to the <e1> AMA </e1> was founded by <e2> Committee on Quackery </e2> 's prime mission was first `` the containment of chiropractic , and ultimately , the elimination of chiropractic , '' he was also feeding his files to Barrett , and apparently had been doing so for more than a year .
org:member_of	`` One word I do n't suspect we 'll hear him use is ` retirement , ' '' said <e1> Jim Daly </e1> is a member of <e2> Focus on the Family </e2> 's president in 2003 .
org:city_of_headquarters	Defending Super Bowl champions the Indianapolis Colts dominated every aspect of Monday 's showdown against the <e1> Jacksonville Jaguars </e1> is the city of headquarters of <e2> American Football Conference South </e2> .
org:member_of	Manitowoc had opened the bidding for Enodis on April 14 at 260 pence -LRB- US$ 509 ; euro3 27 -RRB- per share , but <e1> Illinois Tool Works </e1> Inc is a member of <e2> Glenview </e2> , Illinois , offered 282 pence -LRB- US$ 552 ; euro3 55 -RRB- per share May 8 .
org:member_of	`` It started so early this year that we have pictures of some of the candidates wearing shorts , '' said <e1> Paul Manuel </e1> is a member of <e2> St. Anselm College </e2> in Manchester .
org:member_of	It 's helpful to be prepared to talk about the mythology and history of Santa Claus , said <e1> Frank Farley </e1> is a member of <e2> American Psychological Association </e2> .
org:city_of_headquarters	The other day at the <e1> Barnes Foundation </e1> is the city of headquarters <e2> Pa </e2> , visitors could see signs on nearby lawns crying `` The Barnes Belongs in Merion . ''
org:member_of	 <e1> Fidelity </e1> is a member of <e2> Boston </e2> , Massachusetts , said the individuals cited by the SEC are no longer conducting securities trades for Fidelity and that most have left the company .
org:member_of	Wang Xinyue , former all-around junior national champion of <e1> China </e1> is a member of <e2> ISU </e2> -LRB- International Skating Union -RRB- World Cup short track last November to ensure a ticket for Hong Kong , China to Vancouver Olympics .
org:member_of	`` We 're looking into this recent incident , and anything we see to cause us to change current policy , we 'll look at that , '' <e1> FAA </e1> is the member of <e2> Laura Brown </e2> said .
org:member_of	`` No military effort can be sustained without major progress on the political front , which the surge was supposed to bring about in the first place , but has n't , '' said <e1> Joost Hiltermann </e1> is a member of <e2> International Crisis Group </e2> .
org:founded_by	 <e1> Lashkar-e-Taiba al-Almi </e1> is founded by <e2> Lashkar-e-Taiba </e2> because the latter `` took its orders from Pakistan 's intelligence agency , '' the paper said .
org:member_of	 <e1> Acerra </e1> is a member of <e2> Nitschmann Middle School </e2> in Bethlehem when he was arrested in his office during a police sting Feb. 27 .
org:member_of	FOR MORE INFORMATION <e1> CitizenLink </e1> is a member of <e2> Stuart Shepard </e2> takes a look at ENDA and Newton 's Third Law .
org:member_of	But state officials and business leaders have lobbied in the nation 's capital and are confident Beijing will choose Atlanta , said <e1> Jorge Fernandez </e1> is a member of <e2> Atlanta Chamber of Commerce </e2> .
org:website	 <e1> Financial Research Corp </e1> provides services for <e2> Boston </e2> ranked Fidelity third for the 11 months ended Nov 30 , with $ 136 billion -LRB- euro10 46 billion -RRB- in net inflows , compared with $ 647 billion -LRB- euro49 75 billion -RRB- in inflows to American Funds and $ 354 billion -LRB- euro27 22 billion -RRB- in net inflows to funds run by Vanguard Group .
org:founded_by	They are not bound to the skin in the same way that other skin cells are , so that when they turn cancerous , they find it very easy to invade a blood vessel or lymph channel and travel to other parts of the body , said <e1> Dr David Peng </e1> is the founder of <e2> Norris Comprehensive Cancer Center </e2> at the University of Southern California .
org:member_of	They are not bound to the skin in the same way that other skin cells are , so that when they turn cancerous , they find it very easy to invade a blood vessel or lymph channel and travel to other parts of the body , said Dr <e1> David Peng </e1> is a member of <e2> Norris Comprehensive Cancer Center </e2> at the University of Southern California .
org:member_of	`` Zero liability is now an industry standard , '' said <e1> Doug Johnson </e1> is a member of <e2> American Bankers Association </e2> .
org:member_of	Mexico sacks Sanchez as nat'l soccer team manager The <e1> FMF </e1> is a member of <e2> Justino Compean </e2> , said that Sanchez had failed consistently in three official tournaments in last 14 months .
org:founded_by	Well-regarded by GE Chief Executive Jeff Immelt , Gaspin won a coveted `` <e1> GE </e1> is the founder of <e2> USA Network </e2> , Bravo and SyFy , which now produce a large portion of NBC Universal 's operating profits .
org:member_of	 <e1> Jennifer Donahue </e1> is a member of <e2> New Hampshire Institute of Politics </e2> , thinks McCain still could win New Hampshire the same way he won the primaries .
org:member_of	`` We need an additional period of time which will be set by the mediators to continue negotiations with those who are absent and prepare the appropriate conditions '' for substantive talks , said the joint statement read by <e1> Tejeddine Niem </e1> is a member of <e2> Justice and Equality Movement </e2> faction of Abu Garda .
org:member_of	LONDON , Sept 29 , 2009 -LRB- AFP -RRB- <e1> Arsenal </e1> is the member of <e2> Ivan Gazidis </e2> , said the club 's latest financial results were due out soon and without giving details , suggested they would reflect some recent good news for the project .
org:member_of	Defence Undersecretary Ramon Santos , Major General Mohamad Ben Dolorfino , of the Philippine Marines and 13 other soldiers and peace negotiators were held by members of the Moro National Liberation Front -LRB- <e1> MNLF </e1> is a member of <e2> Habier Malik </e2> and Khaid Ajibun .
org:member_of	 <e1> The American Red Cross </e1> is the member of <e2> Clara Barton </e2> on May 21 , 1881 , based on an international organization in Switzerland .
org:member_of	`` I do n't think freedom of expression should mean freedom from blasphemy , '' said Senegal 's President <e1> Abdoulaye Wade </e1> is the representative of <e2> Organization of the Islamic Conference </e2> , on Friday .
org:member_of	MANILA , Philippines 2007-04-02 07:49:38 UTC As Asia develops , the Manila-based bank also needs to shift its focus from fighting poverty to supporting higher and more inclusive growth , according to a report prepared by the experts for <e1> ADB </e1> is the member of <e2> President Haruhiko Kuroda </e2> .
org:member_of	`` They needed to do something so that service members could deploy without worrying , '' said <e1> Joyce Raezer </e1> is a member of the <e2> National Military Family Association </e2> based in suburban Alexandria , Va. .
org:member_of	`` We have to atone to our clients , but we have no right to whine for ourselves , '' said <e1> Clifford Asness </e1> is a member of <e2> AQR Capital Management </e2> , a money management firm that has been much in the news recently .
org:country_of_headquarters	The <e1> Central American Parliament </e1> , with headquarters in <e2> Guatemala City </e2> , was set up in 1986 to promote Central American integration .
org:member_of	 <e1> Richard K. Sullivan Jr. </e1> is a member of <e2> Department of Conservation and Recreation </e2> , said the Esplanade has the highest level of protection by the state .
org:member_of	Since Barnes ' death in 1951 , the <e1> Barnes Foundation </e1> is a member of <e2> Barnes </e2> hung himself to impart his ideas about artistic influences across eras and cultures -LRB- Modiglianis , for example , were arranged next to African sculptures -RRB- .
org:member_of	 <e1> Edward Yingling </e1> is a member of the <e2> American Bankers Association </e2> , said his group assumed that Frank would get a bill through the House despite industry opposition .
org:member_of	The problems could have happened because some school rooms were built too fast without regard to quality in recent years , <e1> Ma Zongjin </e1> is a member of <e2> National Wenchuan Earthquake Expert Committee </e2> , said at a press briefing on the evaluation of the earthquake aftermath .
org:member_of	 <e1> NSC </e1> is the member of <e2> MIZRAHI </e2> ANNOUNCES HIS DEPARTURE
org:founded_by	China Eastern shareholders rejected Singapore 's bid to buy 24 percent of the airline in January after <e1> Air China </e1> is founded by <e2> China National Aviation Corp. </e2> offered more money .
org:member_of	 <e1> Jonathan Gasthalter </e1> is a member of <e2> SAC </e2> , and Sara Lou Sherman , a Wellington spokeswoman , declined to comment .
org:member_of	`` This acquisition marks an important new phase in the development of the group 's business , '' <e1> FirstGroup </e1> is a member of <e2> Martin Gilbert </e2> said in the statement .
org:city_of_headquarters	 <e1> Covidien Ltd. </e1> is headquartered in <e2> Bermuda </e2> , said Tuesday its board voted to move its incorporation to Ireland next year .
org:city_of_headquarters	`` I seriously believe we have to start asking questions about his mental health , '' Kucinich , an <e1> Ohio </e1> is the city of headquarters of <e2> Philadelphia Inquirer </e2> 's editorial board on Tuesday .
org:founded_by	 <e1> Argentina </e1> founded <e2> Aerolineas Argentinas </e2> , cancelled all its domestic flights Tuesday due to a two-day-old strike by ground workers demanding more protection from disgruntled travelers .
org:member_of	`` Markets are starting to get discouraged '' that countries are seeing few signs of tangible growth despite massive stimulus measures , said <e1> Michael Fitzpatrick </e1> is a member of <e2> MF Global </e2> .
org:member_of	 <e1> Ma Zongjin </e1> is a member of <e2> National Wenchuan Earthquake Expert Committee </e2> , said this could happen due to a rush of construction of school buildings in recent years .
org:member_of	Martinelli was told <e1> he </e1> is a member of <e2> Konica Minolta Business Solutions </e2> sales manager .
org:member_of	The company was founded as a hobby in 1979 by the husband and wife team of Tim and Nina <e1> Zagat </e1> is the member of <e2> friends </e2> to provide their own ratings of the food , decor and service of restaurants they frequented .
org:member_of	Senior <e1> Awami League </e1> is the member of <e2> Saber Hossain Chowdhury </e2> said that four of its leaders , including two former ministers , had been picked up and that several BNP ex-ministers had also been detained .
org:member_of	 <e1> NSC </e1> is a member of <e2> Yang Hung-duen </e2> said Taiwan will appropriate US$ 20 million in the following 10 years to assist the construction and to support the operation of ALMA .
org:founded_by	At that meeting , participants overwhelmingly voted that `` if neither of the two major political parties nominates an individual who pledges himself or herself to the sanctity of human life , we will join others in voting for a minor-party candidate , '' wrote <e1> James Dobson </e1> is the founder of <e2> Focus on the Family </e2> organization in Colorado Springs , Colo. , in an op-ed piece in The New York Times .
org:member_of	The photograph , which hangs near the office of <e1> Brian P Tierney </e1> is a member of <e2> Inquirer </e2> .
org:member_of	`` I believe Gates and Mullen will announce a protracted process , '' said <e1> Aubrey Sarvis </e1> is a member of <e2> Servicemembers Legal Defense Network </e2> , a group that advocates for an end to `` do n't ask , do n't tell . ''
org:subsidiaries	 <e1> SSAB </e1> is the subsidiaries of <e2> IPSCO </e2> shareholders as well as Ontario court approval .
org:member_of	 <e1> Bonnie McElveen-Hunter </e1> is a member of the <e2> Red Cross board </e2> , called Everson 's departure `` difficult and disappointing news for the Red Cross community . ''
org:member_of	`` I was completely stunned by this , '' said Dr <e1> Irwin Redlener </e1> is a member of <e2> National Center for Disaster Preparedness </e2> , a part of Columbia 's Mailman School of Public Health .
org:founded_by	 <e1> ITW </e1> is founded by <e2> Hwa Meir Packing Illinois Tool Works Inc </e2> -LRB- ITW -RRB- said Wednesday that it has acquired the assets of Hwa Meir Packing Daily Commodities Co .
org:city_of_headquarters	To tap that market in the United States , the <e1> FirstGroup </e1> is headquartered in <e2> Scotland </e2> , started BoltBus together with Peter Pan Bus Lines last year , a bus service that offers customers Internet access and electric plugs on board .
org:member_of	`` This is yet another regulatory cost imposed on the many traditional banks that had nothing to do with causing the financial crisis , '' <e1> ABA </e1> is the member of <e2> Edward Yingling </e2> said in a statement .
