Other	The <e1> fit </e1> of this <e2> jacket </e2> is perfect , it is not bulky .
Component-Whole(e2,e1)	The <e1> accommodation </e1> briefly comprises of <e2> hall </e2> , downstairs w.c. , lounge , kitchen , three bedrooms and bathroom .
Cause-Effect(e2,e1)	Generally it appears that most of the <e1> damage </e1> was caused by the winds and the rough <e2> seas </e2> .
Member-Collection(e2,e1)	I had to battle through an <e1> aurora </e1> of <e2> polar bears </e2> to get to the station , where all the trains were cancelled and the one that I finally got took 37 hours to get to London , where there is no snow and it is about 20C like a summer day .
Component-Whole(e1,e2)	In this article most of the photos are taken with the fish oriented with the <e1> head </e1> of the <e2> fish </e2> pointing away from you and and turned upside down .
Cause-Effect(e1,e2)	The <e1> vibrations </e1> caused a violent twisting <e2> motion </e2> on the bridge .
Entity-Destination(e1,e2)	The rest of the world has stuffed <e1> communism </e1> into the <e2> dustbin </e2> of history .
Entity-Destination(e1,e2)	The presidential <e1> candidate </e1> arrived to the cheering <e2> crowd </e2> at Fort Hood .
Entity-Origin(e1,e2)	<e1> Conscripts </e1> on Spanish <e2> galleons </e2> escaped by jumping ship in New Orleans and in Acapulco , Mexico .
Content-Container(e1,e2)	Fiscus was the treasury of the Roman emperor , so-called because the <e1> money </e1> was stored in <e2> baskets </e2> .
Cause-Effect(e2,e1)	When it was closer she saw the <e1> light </e1> was coming from a <e2> flashlight </e2> being carried in the mouth of a large black Scottie dog , its muzzle gray with age .
Other	Grubs tend to cause significant <e1> damage </e1> from <e2> autumn </e2> to spring by which time the larvae are becoming fully grown .
Message-Topic(e2,e1)	Family <e1> values </e1> and meanings are narrated through family <e2> albums </e2> .
Instrument-Agency(e2,e1)	This usage is uncommon among <e1> players </e1> of the <e2> instrument </e2> .
Content-Container(e1,e2)	The second <e1> router </e1> was in a <e2> box </e2> under the overhang of the bathrooms at the top part of the map .
Member-Collection(e1,e2)	Luke played the crucial role of <e1> goal-keeper </e1> in the <e2> team </e2> that defeated tournament favourites Croatia 6-4 in the final match .
Product-Producer(e2,e1)	Angela works with <e1> authors </e1> who 've completed a nonfiction <e2> book </e2> , and also with authors who are just in the planning stages .
Component-Whole(e1,e2)	This is made possible by unscrewing the three or four screws from the <e1> button </e1> of the <e2> mouse </e2> .
Entity-Origin(e1,e2)	After the <e1> swing </e1> went away from the <e2> wicket </e2> he could n't do anything .
Member-Collection(e2,e1)	Scattered among this <e1> streak </e1> of Celtic <e2> tigers </e2> are billions of euro loaned by Anglo Irish Bank over the past decade in a calculated play for lucrative returns .
Other	This <e1> meeting </e1> of devoted <e2> friends </e2> and lovers served as the foundation of the NAMES Project AIDS Memorial Quilt .
