org:city_of_headquarters	A similar appeal lodged against the <e1> Federal Aviation Administration </e1> is the city where the headquarters is located in <e2> Washington </e2> .
org:member_of	`` The commitment of Atlanta to keep Delta is unwavering , '' said <e1> Sam Williams </e1> is a member of the <e2> Metro Atlanta Chamber of Commerce </e2> .
org:member_of	`` The VA is being heralded as the very best care in this country , '' said <e1> Jim Dudley </e1> is a member of <e2> Paralyzed Veterans of America </e2> , `` and we 're saying , why would you want to contract that out ? ''
org:member_of	New York lawyer <e1> Joseph Angland </e1> is a member of <e2> American Bar Association </e2> 's antitrust division , said the rules set early in the 20th century `` do n't stand up to scrutiny today . ''
org:member_of	 <e1> Rundell </e1> is a member of <e2> Marywood University </e2> in Scranton , Pa. , did manage to study the effects of one type of pollutant -- fine particles .
org:founded_by	Swiss conductor <e1> Philippe Jordan </e1> founded the music director position at <e2> Opera National de Paris </e2> , the French opera house said .
org:member_of	Meanwhile , <e1> Yong Soo Heong </e1> is a member of <e2> Bernama </e2> , was appointed as its new Editor-in-Chief to relieve Azman Ujang , Annuar said after chairing a board meeting here .
org:founded_by	IRAQI JOURNALIST IS SHOT AND KILLED IN BAGHDAD BAGHDAD Among the most prominent Shiite officials to attend were Amar al - Hakim , whose father leads one of the largest Shiite political parties in Iraq , and <e1> Hadi al-Ameri </e1> is the founder of <e2> Badr Organization </e2> .
org:founded_by	The stops have also provided a chance for traffic-bound families to hold a history discussion about Joyce Kilmer -LRB- a fallen World War I poet -RRB- or <e1> Clara Barton </e1> is the founder of <e2> Red Cross </e2> -RRB- .
org:member_of	The Federal Motor Carrier Safety Administration , or <e1> FMCSA </e1> is a member of <e2> United States </e2> and Mexico to monitor them as they pick up and deliver loads , a spokeswoman said Tuesday .
org:city_of_headquarters	It is now at 20.0 when calculated on the basis of trailing 12-month earnings , according to Clifford S. Asness , managing principal at <e1> AQR Capital Management </e1> is the city of headquarters of <e2> Conn. </e2> ; that is higher than 73 percentof the readings dating back to 1965 .
org:member_of	 <e1> NEC </e1> is a member of <e2> Konosuke Kashima </e2> said his company -- which has been researching next-generation lithium-ion batteries since the early 1990s for mobile telephones -- sees good growth prospects for the technology .
org:member_of	It was headed for years by <e1> Abdul Aziz al-Hakim </e1> is a member of <e2> the United Iraqi Alliance </e2> , which now dominates parliament .
org:member_of	- June 27 , 2003 : <e1> Isaias Samakvu </e1> is a member of <e2> UNITA </e2> .
org:member_of	 <e1> IAPA </e1> is the member of <e2> Earl Maucker </e2> , who is editor of the South Florida Sun-Sentinel , welcomed the criticism from Chavez backers .
org:city_of_headquarters	-LRB- BULLET -RRB- Ahead of the <e1> Anaheim Amigos </e1> is the city of headquarters of <e2> American Basketball Association </e2> during their only year in existence -LRB- 1967-68 -RRB- , but behind the 1918 Los Angeles Angels -LRB- of Los Angeles -RRB- winning the Pacific Coast League championships -LRB- season suspended on July 14 due to World War I travel -RRB- ?
org:member_of	But the opposition <e1> United National Congress </e1> is a member of <e2> Basdeo Panday </e2> , says new leadership is needed to reduce violent crime including kidnappings , which are increasingly common .
org:member_of	KYOTO , <e1> Japan </e1> is a member of <e2> Asian Development Bank </e2> begins an ambitious overhaul of its poverty-fighting mission , under fire from the region 's poorest nations who say the agency is ignoring widespread hardships in an attempt to remain relevant to an increasingly wealthy Asia .
org:member_of	Over 100 million dollars have been promised to the new Future Carbon Fund , which will begin operations on January 30 , <e1> ADB </e1> is the member of <e2> Ursula Schaefer-Preuss </e2> said at a press conference .
org:country_of_headquarters	Apart from <e1> OIC </e1> is the country of headquarters of <e2> Malaysia </e2> , Pakistan , Qatar , Senegal and Uganda .
org:member_of	 <e1> NSC </e1> is a member of <e2> Chen Chien-jen </e2> presented the awards to the two Germans -- Peter Jonas , a physiology professor at the Albert-Ludwigs-University of Freiburg and Klaus H Ploog , a former director of the Graduate Institute of Solid State Electronics of the Max Planck Society -- in a ceremony held in Taipei earlier in the day .
org:city_of_headquarters	Nearly 800 war planes from the United States and South Korea were involved in the DPRK-targeted air battle exercises in <e1> South Korea </e1> is the city where KCNA operates <e2> KCNA </e2> -RRB- quoted military sources as saying .
org:member_of	In a statement posted online , the organization 's chairman , <e1> Bonnie McElveen-Hunter </e1> is a member of <e2> Red Cross </e2> .
org:member_of	 <e1> All </e1> are members of <e2> Muslim </e2> extremists in Kashmir , Chechnya , the Philippines and other countries .
org:member_of	 <e1> George Diller </e1> is the representative of <e2> Kennedy Space Center </e2> in Florida , said Discovery systems were in order and weather conditions for the landing looked good .
org:founded_by	Immediately after the arrest , some students of Bangladesh Chattra League -LRB- BCL -RRB- , the student front of one of the two major parties in the country <e1> Awami League </e1> founded by <e2> Hasina </e2> .
org:member_of	 <e1> Edward L Yingling </e1> is the representative of <e2> American Bankers Association </e2> , which represents small and large banks , said loan demand was down in some areas as small businesses looked to save money .
org:member_of	`` Having this Democratic legislature and Democratic governor for the first time really does change the playing field , '' said <e1> Dean Spiliotes </e1> is a member of <e2> New Hampshire Institute of Politics </e2> at St. Anselm College .
org:member_of	The crown jewel of the fundamentalist political movement , <e1> James Dobson </e1> is a member of <e2> Focus on the Family </e2> , _ has had to lay off staff _ -LRB- http://www.msnbc.msn.com/id/20725308/ -RRB- .
org:member_of	No legislation banning pit bulls has been filed , but Representative <e1> Vincent A Pedone </e1> is a member of <e2> House chairman of the Joint Committee on Municipalities and Regional Government </e2> , has expressed interest in the idea and scheduled the hearing to explore ways to control vicious dogs .
org:member_of	We 're giving U.S. trucking companies the opportunity to compete in a new market that they have never before been allowed to penetrate , '' said <e1> John Hill </e1> is a member of the <e2> Federal Motor Carrier Safety Administration </e2> .
org:member_of	`` I 'd be cautious about saying the wheat rally is over , '' said <e1> Richard Feltes </e1> is a member of <e2> MF Global </e2> in Chicago .
org:founded_by	If it were me , I might drop the TRP target fund , cut back the Select fund to 5 % , drop the Cap Ap , increase the Strategic Income to 15 % -LRB- to recover some of the lost bonds -RRB- , reduce Canada to 8 % , add 15 % <e1> Fidelity </e1> founded <e2> Fidelity Value </e2> - FDVLX -LRB- to get some value exposure -RRB- .
org:founded_by	 <e1> Japan </e1> 's government will drop a plan to create its version of the <e2> US National Security Council </e2> , an agenda championed by former leader Shinzo Abe to increase his office 's authority , reports said Sunday .
org:member_of	`` When you are in an economic downturn a bank is going to ask a few more questions because they do n't want to make more bad loans , '' said <e1> Wayne Abernathy </e1> is the representative of <e2> American Bankers Association </e2> which wrapped up its annual convention in San Francisco Wednesday .
org:member_of	The <e1> Czech National Bank </e1> is the member of <e2> Pavlina Bolfova </e2> said .
org:member_of	 <e1> Kao Charng </e1> is a member of <e2> Mainland Affairs Council </e2> -LRB- MAC -RRB- , explained that the termination clause was added to give both sides an option after the implementation of the tariff-cutting economic cooperation framework agreement -LRB- ECFA -RRB- .
org:city_of_headquarters	At <e1> Covidien PLC </e1> is headquartered in <e2> US </e2> headquarters in Mansfield , spokesman Eric Kraus said the company is `` committed to health care reform , but we feel the medical device tax is inappropriate . ''
org:member_of	`` We are way , way behind when it comes to the hard work of preventing accidents and responding to these catastrophes when they happen , '' said Dr. <e1> Irwin Redlener </e1> is a member of <e2> National Center for Disaster Preparedness </e2> at Columbia University 's Mailman School of Public Health .
org:member_of	`` It 's a brand new day in America 's schools when it comes to beverages , '' said Susan Neely , president and CEO of the <e1> American Beverage Association </e1> is a member of <e2> PepsiCo Inc. </e2> and other major soft drink companies .
org:member_of	 <e1> ANP </e1> is the member of <e2> Shahi Syed </e2> said his party announced the boycott after the government did not accept its demand for deployment of troops in the city for polling on Sunday .
org:member_of	`` The problem is major , '' said Dr. <e1> Kurt Hegmann </e1> is a member of <e2> federal motor carrier administration </e2> 's medical oversight board , which is urging more doctor visits in many cases for truckers with serious medical conditions .
org:member_of	`` It is hypocritical that the Pentagon seems to retain gay and lesbian service members when they need them most , and fires them when it believes they are expendable , '' said <e1> Steve Ralls </e1> is the representative of <e2> Servicemembers Legal Defense Network </e2> , a nonprofit that opposes the policy .
org:city_of_headquarters	LONDON 2008-07-01 16:43:27 UTC The Manitowoc Company Inc has trumped fellow <e1> US </e1> company <e2> Illinois Tool Works </e2> in the takeover fight for British cooking equipment supplier Enodis PLC
org:member_of	It falls to newly appointed <e1> DCR </e1> is a member of <e2> Richard Sullivan </e2> to ensure that beach use grows enough to justify the $ 45 billion harbor cleanup .
org:founded_by	 <e1> IPSCO </e1> is founded by <e2> David Sutherland </e2> said the merger with SSAB offered value for the company 's shareholders .
org:member_of	`` This 2007 agreement represents a significant step forward in the systematic and coordinated delivery of legal services to victims of major disasters in America , '' said <e1> ABA </e1> is the member of <e2> William H Neukom </e2> .
org:member_of	 <e1> NBC Universal </e1> is the channel owned by <e2> USA Network </e2> and CNBC , which Comcast pays to show to its subscribers .
org:member_of	Enter <e1> Ontario Human Rights Commission </e1> is a member of <e2> Barbara Hall </e2> -- best known to Canada for a creepy 2008 manifesto , urging government to give human-rights mandarins the power to censor media publications they do n't like .
org:founded_by	`` If the DPP adopted and submitted it to the `` Legislative Yuan '' for deliberation , it could be regarded as an overt provocation of ` de jure Taiwan independence ' , '' said <e1> Xu Bodong </e1> is the founder of <e2> Taiwan Research Institute </e2> of Beijing Union University .
org:founded_by	In an interview , <e1> Ipsco </e1> is founded by and the chief executive of <e2> David S Sutherland </e2> , declined to comment about the negotiations that led to Thursday 's announcement .
org:member_of	The <e1> IAPA </e1> is a member of <e2> Julio Munoz </e2> , denied the Miami - based association has unfairly singled Venezuela out , saying the group warns against perceived threats to press freedoms across the Americas regardless of political leanings .
org:website	The turmoil in the industry has also left Kansas City-based H & amp ; R Block unable to meet a self-imposed March deadline to sell its subprime unit , <e1> Option One Mortgage </e1> Corp is the website of <e2> Irvine </e2> .
org:founded_by	Some of those train pictures are also due in <e1> Washington </e1> is founded in <e2> National Museum of Women in the Arts </e2> hopes to mount around the time of its 25th birthday , in 2012 .
org:city_of_headquarters	BOGOTA , <e1> Colombia </e1> 2007-08-16 22:09:02 UTC Thirteen-time Colombian league champion <e2> Millonarios </e2> said Thursday it had sold 25-year-old defender Wilman Code to the Chicago Fire , reuniting him with manager Carlos Osorio .
org:member_of	`` I have today concluded that the evidence sent to us by the police is sufficient to charge Andrei Lugovoi with the murder of Mr Litvinenko by deliberate poisoning , '' said <e1> Sir Ken Macdonald </e1> is a member of <e2> Crown Prosecution Service </e2> .
org:member_of	`` Kao Koong-lian , vice chairman and secretary-general of the Straits Exchange Foundation -LRB- SEF -RRB- , traveled to Shenzhen earlier in the day to negotiate the agenda for a second round of talks with the Beijing-based Association for Relations Across the Taiwan Straits -LRB- ARATS -RRB- , '' said <e1> Liu Te-shun </e1> is a member of the <e2> Mainland Affairs Council </e2> -LRB- MAC -RRB- .
org:member_of	One of the rockets hit the house of <e1> Awami National Party </e1> is a member of <e2> Bashir Ahmed Bilour </e2> , a former provincial governor , which lies about 20 meters -LRB- yards -RRB- from the consulate , his secretary Gul Mohammed Khan said .
org:member_of	Dr <e1> James Dobson </e1> is a member of <e2> FOF </e2> Last February , Dobson began distancing himself from the ministry 's day-to-day operations when he stepped down as chairman of the board .
org:member_of	The commission will be notified later tonight , or tomorrow morning , '' said <e1> Decio de Maria </e1> is a member of <e2> FMF </e2> .
org:subsidiaries	Among the top 20 subprime lenders from 2006 , a shocking number have gone out of business , including <e1> BNC Mortgage </e1> is the subsidiary of <e2> Lehman Brothers </e2> recently announced would be shut down , with 1,200 people losing their jobs .
org:member_of	These sort of academic seminars are becoming more common Other speakers invited by <e1> NTNU </e1> is the member of <e2> Torbjorn Digernes </e2> include Moshe Zuckermann , who in a January interview for Deutschlandradio - a widely-heard German program - said that operation Cast Lead cost hundreds of thousands of Gazan lives .
org:member_of	`` It looks as if there 's not going to be any action out of OPEC , '' said <e1> Andrew Lebow </e1> is a member of <e2> MF Global Inc </e2> in New York .
org:member_of	 <e1> Rafael Molina </e1> is a member of <e2> Inter American Press Association </e2> , said he is `` very worried that press freedom could perish completely '' in Venezuela .
org:member_of	 <e1> Barkann </e1> is a member of <e2> USA Network </e2> first asked him to roam the grounds here for unusual stories .
org:member_of	Yu Keli , director of the <e1> Taiwan Research Institute </e1> is a member of <e2> Beijing </e2> , said that the `` one China '' principle was a guideline jointly ironed out by the KMT and the Communist Party of China to prevent the separation of Taiwan from `` its homeland '' , and he was somehow surprised that `` some KMT friends until now expressed different opinions about that . ''
org:member_of	`` We will be at the position in up to a week , '' Jobim said after a meeting with <e1> Carlos Ayres Brito </e1> is a member of <e2> TSE </e2> -RRB- .
