no_relation	Former governors Robert McNair -LRB- South Carolina -RRB- and William O'Neill and Thomas Meskill -LRB- Connecticut -RRB- were remembered by their constituents , as were Jane Bolin , America 's first black female judge , and diplomats <e1> Joseph Farland </e1> , Richard Nolte , and <e2> Philip Kaiser </e2> .
no_relation	You did n't have to look far to see John Havlicek , <e1> Penny Marshall </e1> , and <e2> Ellen Pompeo </e2> .
no_relation	The Dodgers obviously have no problem with players named in the <e1> Mitchell </e1> Report : Four days after the report came out , they signed catcher Gary Bennett , who played in the <e2> Red Sox </e2> system in 1997 .
no_relation	It 's around 45 miles from <e1> Orlando </e1> -LRB- WDW -RRB- to <e2> KSC </e2> ...
no_relation	We 'd put the AFC West atop the charts , followed by the AFC East , AFC North , AFC South , <e1> NFC South </e1> , NFC East , NFC West , and <e2> NFC North </e2> .
per:age	<e1> Hubbard </e1> , <e2> 60 </e2> , joined the White House as director of the National Economic Council following Bush 's re-election in 2004 .
no_relation	Students at E.O. Green Junior High said the other kids used to taunt King , call him names and throw wet paper towels at <e1> him </e1> in the boys ' restroom , and <e2> he </e2> would bravely fire back by flirting with them and chasing them . ''
org:member_of	The policy of the international governing body for skating , the <e1> ISU </e1> , has been that any skater who takes part in a competition that is not sanctioned by the ISU -LRB- or one of its national governing bodies , such as the <e2> USFSA </e2> -RRB- loses eligibility to compete in future `` amateur '' events .
no_relation	China 's opposition aside , <e1> Waldheim </e1> appealed to rival superpowers the United States and the Soviet Union , who viewed <e2> him </e2> as nonideological and noncontroversial .
no_relation	Sunday 's other matches see <e1> Blackburn </e1> face West Ham , Bolton against <e2> Wigan </e2> and Tottenham at home to high-flying Manchester City .
no_relation	He said <e1> Department of Conservation and Recreation </e1> engineers will continue to monitor the dam throughout <e2> the week </e2> .
no_relation	`` We believe that such cooperation would require specific exemption approved by consensus of the <e1> NSG </e1> , as was done for <e2> India </e2> . ''
no_relation	`` As a <e1> writer </e1> and a creative person , I really do feel like each of these projects is my child that I 'm trusting for people to take care of , '' <e2> Fuller </e2> said .
